nome;idhm;idhmr;idhme;idhml
Ivolândia (GO);0.704;0.825;0.622;0.68
Palma Sola (SC);0.704;0.8;0.622;0.7
Rancho Alegre D'Oeste (PR);0.704;0.831;0.625;0.673
Alto Araguaia (MT);0.704;0.802;0.612;0.712
Caçapava do Sul (RS);0.704;0.855;0.585;0.699
Macuco (RJ);0.703;0.801;0.631;0.687
Araquari (SC);0.703;0.83;0.602;0.696
Itararé (SP);0.703;0.803;0.649;0.668
Tapejara (PR);0.703;0.819;0.612;0.694
Lagoa Formosa (MG);0.703;0.832;0.582;0.717
Três Palmeiras (RS);0.703;0.832;0.56;0.747
Uruana (GO);0.703;0.824;0.634;0.665
Coxim (MS);0.703;0.836;0.579;0.719
Perdigão (MG);0.703;0.843;0.579;0.711
Porangaba (SP);0.703;0.864;0.578;0.696
Guarantã do Norte (MT);0.703;0.826;0.609;0.692
Riolândia (SP);0.703;0.817;0.629;0.677
São Pedro do Turvo (SP);0.703;0.826;0.636;0.661
Jeriquara (SP);0.703;0.814;0.628;0.68
Boa Vista do Cadeado (RS);0.703;0.851;0.59;0.692
Iguatu (PR);0.703;0.812;0.637;0.672
Francisco Morato (SP);0.703;0.815;0.647;0.659
Maria Helena (PR);0.703;0.842;0.607;0.68
Fernão (SP);0.703;0.843;0.617;0.668
Entre Rios do Sul (RS);0.703;0.857;0.572;0.709
Iporanga (SP);0.703;0.816;0.668;0.637
Campo Novo (RS);0.703;0.866;0.593;0.677
Ibaté (SP);0.703;0.814;0.627;0.681
Conceição dos Ouros (MG);0.703;0.842;0.618;0.668
Guaçuí (ES);0.703;0.846;0.595;0.691
Camapuã (MS);0.703;0.817;0.596;0.715
Pontes E Lacerda (MT);0.703;0.807;0.605;0.711
Goianápolis (GO);0.703;0.825;0.62;0.678
Palma (MG);0.703;0.841;0.623;0.663
Castro (PR);0.703;0.823;0.6;0.704
Caseiros (RS);0.703;0.833;0.6;0.696
Nonoai (RS);0.702;0.833;0.591;0.703
Adelândia (GO);0.702;0.836;0.622;0.664
Luiziânia (SP);0.702;0.815;0.623;0.682
Edealina (GO);0.702;0.808;0.594;0.722
Santo Antônio da Alegria (SP);0.702;0.83;0.604;0.69
Dionísio (MG);0.702;0.821;0.647;0.651
Santo Antônio de Posse (SP);0.702;0.838;0.576;0.718
Botelhos (MG);0.702;0.868;0.568;0.702
Pontalinda (SP);0.702;0.847;0.604;0.677
Itaguaçu (ES);0.702;0.802;0.641;0.672
Ariquemes (RO);0.702;0.806;0.6;0.716
Correia Pinto (SC);0.702;0.804;0.614;0.701
Inhaúma (MG);0.702;0.845;0.624;0.657
Viadutos (RS);0.702;0.864;0.561;0.715
Morro Redondo (RS);0.702;0.864;0.557;0.719
Vitorino (PR);0.702;0.818;0.582;0.728
Nortelândia (MT);0.702;0.793;0.668;0.653
Paraíba do Sul (RJ);0.702;0.812;0.61;0.697
Maria da Fé (MG);0.702;0.842;0.637;0.646
Guapirama (PR);0.702;0.805;0.645;0.666
Muitos Capões (RS);0.702;0.873;0.558;0.711
Campos Altos (MG);0.702;0.86;0.582;0.69
Baixo Guandu (ES);0.702;0.811;0.637;0.67
Pitanga (PR);0.702;0.802;0.621;0.696
Ponta Porã (MS);0.701;0.812;0.598;0.708
Barra Bonita (SC);0.701;0.83;0.599;0.692
Mariana Pimentel (RS);0.701;0.866;0.568;0.701
Primeiro de Maio (PR);0.701;0.826;0.599;0.695
Luziânia (GO);0.701;0.831;0.602;0.689
Marcelândia (MT);0.701;0.813;0.604;0.7
Colinas do Tocantins (TO);0.701;0.814;0.614;0.69
Ribeirão do Pinhal (PR);0.701;0.824;0.611;0.684
Bom Jesus de Goiás (GO);0.701;0.86;0.573;0.699
Senador Canedo (GO);0.701;0.827;0.617;0.676
Campo Magro (PR);0.701;0.828;0.607;0.685
Morro Grande (SC);0.701;0.847;0.548;0.742
Patos (PB);0.701;0.821;0.628;0.667
Nova Ponte (MG);0.701;0.835;0.562;0.734
Indiara (GO);0.701;0.837;0.593;0.694
Travesseiro (RS);0.701;0.839;0.559;0.735
Braganey (PR);0.701;0.797;0.627;0.689
Araguainha (MT);0.701;0.844;0.627;0.65
Presidente Olegário (MG);0.701;0.831;0.611;0.679
Taquarituba (SP);0.701;0.811;0.606;0.7
Pratânia (SP);0.701;0.798;0.633;0.681
Santa Terezinha de Goiás (GO);0.701;0.826;0.644;0.647
Eusébio (CE);0.701;0.794;0.621;0.7
Alto Garças (MT);0.701;0.835;0.583;0.707
Guaranésia (MG);0.701;0.845;0.589;0.693
Brasilândia (MS);0.701;0.837;0.57;0.721
Brazabrantes (GO);0.701;0.826;0.615;0.677
Santa Rosa de Goiás (GO);0.701;0.844;0.635;0.643
Florestópolis (PR);0.701;0.807;0.625;0.682
Tabaí (RS);0.701;0.834;0.595;0.694
São Sebastião da Grama (SP);0.701;0.82;0.609;0.689
Ipameri (GO);0.701;0.823;0.588;0.711
Nanuque (MG);0.701;0.85;0.609;0.666
Castelândia (GO);0.701;0.823;0.578;0.724
Dianópolis (TO);0.701;0.822;0.624;0.673
Dona Eusébia (MG);0.701;0.841;0.598;0.684
Centenário (RS);0.701;0.856;0.569;0.707
Teófilo Otoni (MG);0.701;0.824;0.598;0.698
Santo Antônio de Jesus (BA);0.7;0.815;0.622;0.677
Alto Alegre (SP);0.7;0.817;0.616;0.683
Pérola (PR);0.7;0.804;0.607;0.704
Boqueirão do Leão (RS);0.7;0.843;0.562;0.725
Bocaiúva (MG);0.7;0.822;0.644;0.648
Ubarana (SP);0.7;0.844;0.604;0.672
Aurilândia (GO);0.7;0.836;0.62;0.661
Salgado Filho (PR);0.7;0.831;0.604;0.682
Cachoeiras de Macacu (RJ);0.7;0.817;0.603;0.695
Andrelândia (MG);0.7;0.818;0.621;0.675
Boa Esperança do Iguaçu (PR);0.7;0.848;0.602;0.673
Paraíso (SC);0.7;0.833;0.565;0.728
Sangão (SC);0.7;0.853;0.554;0.725
São Tomás de Aquino (MG);0.7;0.874;0.568;0.692
Rolim de Moura (RO);0.7;0.808;0.598;0.709
São Roque do Canaã (ES);0.7;0.803;0.623;0.686
Santa Mariana (PR);0.7;0.804;0.624;0.684
Naviraí (MS);0.7;0.803;0.597;0.715
Porto Amazonas (PR);0.7;0.815;0.595;0.708
Cacequi (RS);0.7;0.807;0.626;0.68
Juquiá (SP);0.7;0.823;0.637;0.654
Piraquara (PR);0.7;0.869;0.574;0.689
Carmópolis de Minas (MG);0.7;0.85;0.582;0.694
Conceição do Pará (MG);0.7;0.85;0.588;0.687
Vidal Ramos (SC);0.7;0.802;0.588;0.728
Americano do Brasil (GO);0.7;0.813;0.631;0.669
Corumbá (MS);0.7;0.834;0.586;0.701
Floriano (PI);0.7;0.802;0.633;0.676
Ubiretama (RS);0.7;0.809;0.613;0.691
Joaquim Távora (PR);0.7;0.801;0.613;0.699
Rosário do Sul (RS);0.699;0.841;0.576;0.705
Novo Alegre (TO);0.699;0.812;0.654;0.642
Jaraguá (GO);0.699;0.841;0.588;0.692
Oliveira (MG);0.699;0.842;0.587;0.691
Cristalina (GO);0.699;0.814;0.587;0.716
Suzanápolis (SP);0.699;0.813;0.631;0.665
Vera Cruz do Oeste (PR);0.699;0.811;0.601;0.702
Urupema (SC);0.699;0.823;0.622;0.667
Mário Campos (MG);0.699;0.833;0.604;0.68
Tomazina (PR);0.699;0.829;0.622;0.661
Almirante Tamandaré (PR);0.699;0.84;0.575;0.706
Vargem (SP);0.699;0.839;0.591;0.69
Irineópolis (SC);0.699;0.836;0.567;0.72
Alvorada (RS);0.699;0.874;0.564;0.694
Lavras do Sul (RS);0.699;0.868;0.577;0.683
Trindade (GO);0.699;0.822;0.608;0.682
Cambuquira (MG);0.699;0.856;0.577;0.691
Barbosa (SP);0.699;0.843;0.599;0.676
Silvianópolis (MG);0.699;0.865;0.559;0.706
Marzagão (GO);0.699;0.822;0.601;0.692
Brochier (RS);0.699;0.851;0.554;0.723
Anchieta (SC);0.699;0.8;0.608;0.703
Caiçara (RS);0.699;0.817;0.58;0.721
Maximiliano de Almeida (RS);0.699;0.825;0.591;0.699
Capela do Alto (SP);0.699;0.823;0.617;0.673
Cruz das Almas (BA);0.699;0.796;0.65;0.659
Novo Brasil (GO);0.699;0.828;0.598;0.691
Madre de Deus de Minas (MG);0.699;0.856;0.598;0.667
Joanópolis (SP);0.699;0.824;0.585;0.707
São Gabriel (RS);0.699;0.822;0.585;0.711
Saudade do Iguaçu (PR);0.699;0.803;0.611;0.695
Cláudia (MT);0.699;0.809;0.586;0.719
Nobres (MT);0.699;0.827;0.611;0.675
Douradina (MS);0.699;0.809;0.597;0.706
Bom Retiro (SC);0.699;0.869;0.559;0.704
Terra Nova do Norte (MT);0.698;0.815;0.602;0.692
Campestre (MG);0.698;0.843;0.566;0.712
Bela Vista (MS);0.698;0.83;0.585;0.699
Guapimirim (RJ);0.698;0.812;0.604;0.692
Corumbaíba (GO);0.698;0.831;0.582;0.703
Arroio dos Ratos (RS);0.698;0.833;0.583;0.7
Jerônimo Monteiro (ES);0.698;0.844;0.589;0.685
Santana da Vargem (MG);0.698;0.85;0.587;0.681
Abaeté (MG);0.698;0.848;0.556;0.72
Claraval (MG);0.698;0.848;0.584;0.687
Mariópolis (PR);0.698;0.804;0.591;0.717
Cachoeira Dourada (GO);0.698;0.804;0.602;0.703
Candiota (RS);0.698;0.86;0.562;0.704
Fazenda Vilanova (RS);0.698;0.841;0.557;0.726
Picos (PI);0.698;0.8;0.621;0.684
Major Gercino (SC);0.698;0.818;0.563;0.738
Ribeira (SP);0.698;0.797;0.673;0.635
Palmeiras de Goiás (GO);0.698;0.815;0.598;0.698
Santa Cecília (SC);0.698;0.819;0.597;0.697
Araújos (MG);0.698;0.855;0.574;0.694
Nova América da Colina (PR);0.698;0.809;0.643;0.655
Guaraci (PR);0.698;0.821;0.598;0.693
Água Doce (SC);0.698;0.82;0.574;0.724
Igarapé (MG);0.698;0.844;0.588;0.686
Passo do Sobrado (RS);0.698;0.851;0.551;0.726
Porto Mauá (RS);0.698;0.831;0.608;0.672
Canelinha (SC);0.697;0.865;0.542;0.723
Miracatu (SP);0.697;0.803;0.655;0.645
Cambará do Sul (RS);0.697;0.838;0.574;0.705
Damolândia (GO);0.697;0.819;0.6;0.688
Aloândia (GO);0.697;0.834;0.585;0.694
Arantina (MG);0.697;0.834;0.641;0.633
Carandaí (MG);0.697;0.821;0.622;0.663
Aparecida do Taboado (MS);0.697;0.804;0.588;0.717
Tapira (PR);0.697;0.794;0.619;0.689
Areias (SP);0.697;0.803;0.672;0.627
Bom Jesus do Sul (PR);0.697;0.805;0.656;0.64
Rio das Antas (SC);0.697;0.82;0.569;0.727
Comendador Gomes (MG);0.697;0.85;0.566;0.703
Ingaí (MG);0.697;0.858;0.569;0.694
São Miguel do Passa Quatro (GO);0.697;0.802;0.619;0.681
Soledade de Minas (MG);0.697;0.831;0.606;0.673
Porciúncula (RJ);0.697;0.802;0.606;0.698
Fátima (TO);0.697;0.813;0.638;0.653
Guapó (GO);0.697;0.826;0.58;0.708
Dona Francisca (RS);0.697;0.831;0.568;0.718
Potim (SP);0.697;0.806;0.646;0.651
Petrolina (PE);0.697;0.799;0.611;0.695
João Pinheiro (MG);0.697;0.788;0.63;0.683
Caiuá (SP);0.697;0.802;0.635;0.665
Combinado (TO);0.697;0.815;0.639;0.649
Turvânia (GO);0.697;0.82;0.609;0.679
Manhumirim (MG);0.697;0.846;0.589;0.679
Guzolândia (SP);0.697;0.808;0.621;0.676
Camaquã (RS);0.697;0.819;0.578;0.715
Pinhalão (PR);0.697;0.828;0.601;0.679
Maratá (RS);0.697;0.862;0.54;0.729
São Luís do Paraitinga (SP);0.697;0.826;0.593;0.691
Angélica (MS);0.697;0.839;0.582;0.692
Janiópolis (PR);0.696;0.826;0.593;0.688
Morada Nova de Minas (MG);0.696;0.83;0.59;0.688
Turvolândia (MG);0.696;0.829;0.576;0.707
Carmo (RJ);0.696;0.813;0.608;0.683
Pracinha (SP);0.696;0.814;0.629;0.658
Japira (PR);0.696;0.827;0.603;0.675
Ipiranga de Goiás (GO);0.696;0.816;0.642;0.643
Balneário Pinhal (RS);0.696;0.836;0.567;0.71
Santa Izabel do Oeste (PR);0.696;0.826;0.603;0.677
Ipiaçu (MG);0.696;0.814;0.61;0.68
Bom Jardim da Serra (SC);0.696;0.835;0.568;0.71
Marilândia (ES);0.696;0.823;0.612;0.668
Tocos do Moji (MG);0.696;0.808;0.631;0.661
Balsa Nova (PR);0.696;0.823;0.579;0.707
Vargem Bonita (MG);0.696;0.847;0.597;0.667
Estrela do Sul (MG);0.696;0.84;0.579;0.694
Barbosa Ferraz (PR);0.696;0.808;0.625;0.667
Espírito Santo do Turvo (SP);0.696;0.819;0.609;0.675
Cruzeiro da Fortaleza (MG);0.696;0.832;0.562;0.72
Alto Paraná (PR);0.696;0.846;0.587;0.679
Coronel Martins (SC);0.696;0.816;0.609;0.678
Moiporá (GO);0.696;0.818;0.632;0.652
São Jerônimo (RS);0.696;0.822;0.56;0.734
Brasnorte (MT);0.696;0.85;0.571;0.695
Serra do Salitre (MG);0.696;0.852;0.549;0.722
Pedro de Toledo (SP);0.696;0.812;0.634;0.654
Santo Antônio do Caiuá (PR);0.696;0.82;0.632;0.65
Abelardo Luz (SC);0.696;0.852;0.578;0.684
Marataízes (ES);0.696;0.847;0.588;0.676
Janaúba (MG);0.696;0.796;0.649;0.654
Fortuna de Minas (MG);0.696;0.845;0.613;0.651
Areiópolis (SP);0.695;0.823;0.594;0.686
Tuneiras do Oeste (PR);0.695;0.805;0.629;0.662
Capim Branco (MG);0.695;0.837;0.604;0.664
Prata (MG);0.695;0.852;0.536;0.736
Anahy (PR);0.695;0.844;0.593;0.671
Cruzília (MG);0.695;0.853;0.587;0.671
Tapes (RS);0.695;0.862;0.556;0.699
São João do Sul (SC);0.695;0.84;0.587;0.682
Carangola (MG);0.695;0.837;0.573;0.699
Sarandi (PR);0.695;0.85;0.579;0.681
Elias Fausto (SP);0.695;0.822;0.583;0.701
Morro Agudo de Goiás (GO);0.695;0.826;0.63;0.644
Iraí de Minas (MG);0.695;0.847;0.563;0.705
Cristiano Otoni (MG);0.695;0.823;0.626;0.651
Alegria (RS);0.695;0.818;0.572;0.717
Tabaporã (MT);0.695;0.826;0.598;0.679
Ouro Verde (SC);0.695;0.79;0.611;0.696
Araçaí (MG);0.695;0.805;0.632;0.659
Pinhal de São Bento (PR);0.695;0.801;0.626;0.669
Paraopeba (MG);0.694;0.793;0.625;0.674
Deodápolis (MS);0.694;0.81;0.595;0.693
Urubici (SC);0.694;0.823;0.562;0.722
José Boiteux (SC);0.694;0.841;0.578;0.689
São João da Urtiga (RS);0.694;0.828;0.575;0.702
Cajati (SP);0.694;0.832;0.611;0.658
Governador Lindenberg (ES);0.694;0.823;0.608;0.669
Itambaracá (PR);0.694;0.789;0.639;0.664
Cabrália Paulista (SP);0.694;0.811;0.619;0.667
Coqueiral (MG);0.694;0.838;0.601;0.663
Abdon Batista (SC);0.694;0.812;0.625;0.66
Camaçari (BA);0.694;0.798;0.616;0.681
Piên (PR);0.694;0.802;0.616;0.677
Clevelândia (PR);0.694;0.813;0.573;0.718
Pequeri (MG);0.694;0.868;0.557;0.692
Nova Alvorada do Sul (MS);0.694;0.809;0.554;0.746
Juazeiro do Norte (CE);0.694;0.81;0.642;0.644
Heitoraí (GO);0.694;0.814;0.62;0.661
Santana de Cataguases (MG);0.694;0.793;0.655;0.643
Astolfo Dutra (MG);0.694;0.858;0.567;0.686
Goianira (GO);0.694;0.831;0.596;0.674
Arvorezinha (RS);0.694;0.817;0.575;0.713
Muqui (ES);0.694;0.802;0.619;0.673
Agudo (RS);0.694;0.847;0.524;0.752
São José do Seridó (RN);0.694;0.815;0.647;0.634
Campo Alegre de Goiás (GO);0.694;0.811;0.586;0.702
Tupanci do Sul (RS);0.694;0.818;0.595;0.688
Itaguari (GO);0.693;0.817;0.596;0.683
Araçu (GO);0.693;0.838;0.578;0.686
Paraty (RJ);0.693;0.842;0.544;0.726
Sulina (PR);0.693;0.854;0.57;0.684
Rio Pardo (RS);0.693;0.846;0.56;0.702
Caiapônia (GO);0.693;0.808;0.588;0.701
Lagoinha (SP);0.693;0.797;0.609;0.686
Ponte Serrada (SC);0.693;0.79;0.61;0.69
São Patrício (GO);0.693;0.833;0.597;0.668
Senador Salgado Filho (RS);0.693;0.817;0.581;0.701
Itarumã (GO);0.693;0.861;0.503;0.769
Rianápolis (GO);0.693;0.84;0.587;0.674
São João do Ivaí (PR);0.693;0.803;0.611;0.677
Aparecida do Rio Doce (GO);0.693;0.814;0.583;0.7
Ipanema (MG);0.693;0.848;0.586;0.67
Porto Lucena (RS);0.693;0.827;0.575;0.7
Pirenópolis (GO);0.693;0.813;0.604;0.678
Itaboraí (RJ);0.693;0.813;0.593;0.69
Canarana (MT);0.693;0.825;0.549;0.735
Guimarânia (MG);0.693;0.825;0.592;0.681
São José da Bela Vista (SP);0.693;0.844;0.58;0.679
Cafeara (PR);0.693;0.811;0.602;0.683
Independência (RS);0.693;0.813;0.576;0.711
Itaberá (SP);0.693;0.803;0.636;0.652
Aporé (GO);0.693;0.823;0.584;0.692
Guairaçá (PR);0.693;0.829;0.574;0.698
Itiquira (MT);0.693;0.812;0.591;0.694
Natércia (MG);0.693;0.805;0.612;0.677
Barra do Bugres (MT);0.693;0.818;0.595;0.684
Coqueiro Baixo (RS);0.692;0.886;0.532;0.703
Campos Belos (GO);0.692;0.815;0.616;0.661
Cafezal do Sul (PR);0.692;0.792;0.611;0.686
Doresópolis (MG);0.692;0.869;0.585;0.652
Santana (AP);0.692;0.794;0.638;0.654
Ribeirãozinho (MT);0.692;0.802;0.595;0.694
Inconfidentes (MG);0.692;0.843;0.572;0.688
Córrego Danta (MG);0.692;0.844;0.575;0.683
Cerejeiras (RO);0.692;0.799;0.602;0.688
São Sebastião da Bela Vista (MG);0.692;0.848;0.569;0.687
Bandeira do Sul (MG);0.692;0.802;0.608;0.681
São Paulo das Missões (RS);0.692;0.825;0.584;0.688
Romelândia (SC);0.692;0.8;0.561;0.738
Recreio (MG);0.692;0.841;0.589;0.668
Ouro Verde (SP);0.692;0.814;0.612;0.666
Bossoroca (RS);0.692;0.821;0.608;0.665
Inaciolândia (GO);0.692;0.822;0.591;0.683
Aperibé (RJ);0.692;0.785;0.631;0.67
Brasópolis (MG);0.692;0.841;0.566;0.697
Córrego do Bom Jesus (MG);0.692;0.84;0.592;0.665
Querência (MT);0.692;0.837;0.565;0.701
Bom Sucesso (MG);0.692;0.808;0.602;0.68
Machadinho (RS);0.692;0.807;0.577;0.711
Cristais (MG);0.692;0.859;0.525;0.736
Feliz Natal (MT);0.692;0.819;0.548;0.737
Camaragibe (PE);0.692;0.805;0.628;0.656
Caarapó (MS);0.692;0.828;0.592;0.676
Dom Pedro de Alcântara (RS);0.691;0.82;0.577;0.697
Poço Fundo (MG);0.691;0.866;0.541;0.705
Conceição da Aparecida (MG);0.691;0.847;0.566;0.688
Irecê (BA);0.691;0.776;0.643;0.661
Nova Monte Verde (MT);0.691;0.823;0.582;0.69
Itaguara (MG);0.691;0.836;0.567;0.697
Marilândia do Sul (PR);0.691;0.831;0.599;0.664
Turvelândia (GO);0.691;0.813;0.605;0.671
São Fidélis (RJ);0.691;0.787;0.611;0.685
Arambaré (RS);0.691;0.833;0.57;0.694
Itajá (GO);0.691;0.835;0.57;0.692
Santo Antônio da Barra (GO);0.691;0.835;0.593;0.665
Currais Novos (RN);0.691;0.794;0.617;0.673
Estiva (MG);0.691;0.848;0.573;0.679
Candeias (BA);0.691;0.823;0.616;0.652
Caxambu do Sul (SC);0.691;0.87;0.523;0.725
Iraí (RS);0.691;0.819;0.59;0.684
Cambuci (RJ);0.691;0.809;0.608;0.672
Eldorado (SP);0.691;0.847;0.615;0.633
Mara Rosa (GO);0.691;0.838;0.579;0.68
Santarém (PA);0.691;0.807;0.648;0.632
Itaúba (MT);0.69;0.809;0.569;0.714
São Domingos do Prata (MG);0.69;0.823;0.593;0.674
Santa Rita de Caldas (MG);0.69;0.823;0.576;0.693
Pilar do Sul (SP);0.69;0.82;0.594;0.674
Prudente de Morais (MG);0.69;0.795;0.629;0.658
Ilhéus (BA);0.69;0.808;0.59;0.688
Camacho (MG);0.69;0.84;0.612;0.639
Quatis (RJ);0.69;0.806;0.603;0.676
Major Vieira (SC);0.69;0.817;0.617;0.653
Curvelândia (MT);0.69;0.811;0.615;0.658
Lunardelli (PR);0.69;0.826;0.607;0.655
Campo Erê (SC);0.69;0.787;0.595;0.702
Porto Vera Cruz (RS);0.69;0.827;0.6;0.661
Dom Aquino (MT);0.69;0.806;0.593;0.687
Coronel Macedo (SP);0.69;0.811;0.619;0.653
Nazareno (MG);0.69;0.83;0.597;0.662
Guarda-Mor (MG);0.69;0.829;0.558;0.709
Jaru (RO);0.689;0.825;0.577;0.687
Pompéu (MG);0.689;0.834;0.564;0.694
Muliterno (RS);0.689;0.808;0.547;0.74
Sertão Santana (RS);0.689;0.832;0.534;0.737
São Gonçalo do Pará (MG);0.689;0.842;0.57;0.682
Abadia dos Dourados (MG);0.689;0.839;0.563;0.693
Ponte Alta do Norte (SC);0.689;0.819;0.605;0.661
Esperança Nova (PR);0.689;0.799;0.594;0.69
Prados (MG);0.689;0.865;0.574;0.66
Abadiânia (GO);0.689;0.841;0.579;0.671
Jardim Alegre (PR);0.689;0.827;0.569;0.696
Comodoro (MT);0.689;0.84;0.567;0.687
Manhuaçu (MG);0.689;0.839;0.563;0.692
Nova Hartz (RS);0.689;0.836;0.563;0.694
Terra de Areia (RS);0.689;0.829;0.565;0.699
Butiá (RS);0.689;0.848;0.558;0.691
Santo Afonso (MT);0.689;0.834;0.599;0.655
Rolador (RS);0.689;0.834;0.579;0.676
Jequitibá (MG);0.689;0.854;0.492;0.777
Figueirópolis (TO);0.689;0.822;0.6;0.664
Quatro Irmãos (RS);0.689;0.833;0.565;0.695
Carmo da Mata (MG);0.689;0.84;0.572;0.68
Camanducaia (MG);0.689;0.837;0.553;0.707
Tiradentes do Sul (RS);0.689;0.815;0.569;0.705
Jaupaci (GO);0.689;0.824;0.602;0.658
São Francisco de Sales (MG);0.688;0.867;0.528;0.711
Vespasiano (MG);0.688;0.811;0.592;0.677
Porto Barreiro (PR);0.688;0.821;0.588;0.676
Querência do Norte (PR);0.688;0.808;0.604;0.667
Sarutaiá (SP);0.688;0.794;0.603;0.679
São José do Calçado (ES);0.688;0.814;0.599;0.669
Biquinhas (MG);0.688;0.857;0.555;0.684
Roque Gonzales (RS);0.688;0.843;0.563;0.687
Aquidauana (MS);0.688;0.84;0.562;0.69
Campinorte (GO);0.688;0.841;0.565;0.685
Cristianópolis (GO);0.688;0.838;0.554;0.703
Monte Belo (MG);0.688;0.847;0.567;0.677
Dom Cavati (MG);0.688;0.784;0.63;0.66
Álvaro de Carvalho (SP);0.688;0.805;0.605;0.669
Jundiaí do Sul (PR);0.688;0.817;0.605;0.66
Italva (RJ);0.688;0.792;0.595;0.692
Mangueirinha (PR);0.688;0.811;0.579;0.695
Tocantins (MG);0.688;0.8;0.597;0.682
Chapada dos Guimarães (MT);0.688;0.833;0.578;0.677
Itamarati de Minas (MG);0.688;0.841;0.572;0.677
Rolante (RS);0.688;0.83;0.553;0.708
Nova Fátima (PR);0.688;0.819;0.584;0.681
Nova Guarita (MT);0.688;0.812;0.597;0.671
Vila Rica (MT);0.688;0.829;0.553;0.709
Novo Cabrais (RS);0.688;0.852;0.548;0.697
Santa Cruz de Goiás (GO);0.688;0.827;0.563;0.7
Anita Garibaldi (SC);0.688;0.826;0.592;0.667
Faxinal (PR);0.687;0.796;0.584;0.697
Araguaiana (MT);0.687;0.817;0.591;0.671
Dom Viçoso (MG);0.687;0.819;0.641;0.617
Jataizinho (PR);0.687;0.845;0.574;0.669
Antonina (PR);0.687;0.838;0.564;0.686
Salto do Jacuí (RS);0.687;0.837;0.558;0.693
Pontalina (GO);0.687;0.835;0.547;0.71
Varjão (GO);0.687;0.813;0.572;0.698
Santa Lúcia (PR);0.687;0.795;0.592;0.688
Rio Azul (PR);0.687;0.819;0.544;0.728
Wenceslau Braz (PR);0.687;0.79;0.594;0.692
Passa Tempo (MG);0.687;0.808;0.594;0.676
Herval (RS);0.687;0.843;0.527;0.73
Arenópolis (GO);0.687;0.826;0.582;0.674
Abatiá (PR);0.687;0.804;0.596;0.676
São Joaquim (SC);0.687;0.817;0.562;0.705
Guaraíta (GO);0.687;0.816;0.625;0.637
Buriti de Goiás (GO);0.687;0.806;0.57;0.707
Balsas (MA);0.687;0.807;0.597;0.674
Planalto (RS);0.687;0.807;0.597;0.674
São Lourenço do Sul (RS);0.687;0.849;0.528;0.722
Marques de Souza (RS);0.687;0.849;0.515;0.743
Trindade do Sul (RS);0.687;0.787;0.61;0.675
Faria Lemos (MG);0.687;0.8;0.598;0.678
Caldas (MG);0.687;0.873;0.529;0.701
Parnaíba (PI);0.687;0.816;0.604;0.658
Santana do Itararé (PR);0.687;0.848;0.585;0.654
Altair (SP);0.687;0.8;0.581;0.698
Angelina (SC);0.687;0.797;0.581;0.699
Aceguá (RS);0.687;0.852;0.541;0.703
Guareí (SP);0.687;0.805;0.583;0.692
Maracanaú (CE);0.686;0.788;0.665;0.617
Brejinho de Nazaré (TO);0.686;0.82;0.619;0.635
Cabo de Santo Agostinho (PE);0.686;0.812;0.609;0.654
Belo Oriente (MG);0.686;0.813;0.606;0.655
Campo do Tenente (PR);0.686;0.806;0.606;0.661
Viana (ES);0.686;0.816;0.589;0.672
Águas Lindas de Goiás (GO);0.686;0.848;0.588;0.647
Dores de Campos (MG);0.686;0.823;0.585;0.671
Ponte Branca (MT);0.686;0.806;0.585;0.684
Ipuiúna (MG);0.686;0.866;0.516;0.723
Córrego do Ouro (GO);0.686;0.803;0.578;0.696
Santo Antônio das Missões (RS);0.686;0.835;0.576;0.672
Guanhães (MG);0.686;0.82;0.576;0.683
Panamá (GO);0.686;0.818;0.574;0.688
Serra Azul (SP);0.686;0.81;0.572;0.697
Nova Canaã do Norte (MT);0.686;0.815;0.572;0.692
Jóia (RS);0.686;0.841;0.572;0.671
Santa Maria da Serra (SP);0.686;0.82;0.571;0.688
Bom Sucesso (PR);0.686;0.82;0.57;0.692
Mundo Novo (MS);0.686;0.808;0.565;0.707
Leoberto Leal (SC);0.686;0.818;0.533;0.74
Sidrolândia (MS);0.686;0.829;0.561;0.694
Pimenta (MG);0.686;0.832;0.556;0.697
Acreúna (GO);0.686;0.822;0.553;0.71
General Câmara (RS);0.686;0.832;0.552;0.704
Morretes (PR);0.686;0.837;0.544;0.71
Vargeão (SC);0.686;0.827;0.551;0.708
Espírito Santo do Dourado (MG);0.685;0.847;0.576;0.66
Piranguçu (MG);0.685;0.806;0.599;0.666
Porto dos Gaúchos (MT);0.685;0.815;0.561;0.703
Liberato Salzano (RS);0.685;0.81;0.583;0.68
Rio Piracicaba (MG);0.685;0.794;0.605;0.67
Santana do Paraíso (MG);0.685;0.878;0.552;0.663
Porto Vitória (PR);0.685;0.796;0.6;0.674
Conceição da Barra de Minas (MG);0.685;0.815;0.59;0.668
Erval Seco (RS);0.685;0.821;0.589;0.666
Caldazinha (GO);0.685;0.814;0.591;0.669
Arandu (SP);0.685;0.806;0.592;0.675
São Francisco de Paula (RS);0.685;0.86;0.534;0.701
São João D'Aliança (GO);0.685;0.812;0.609;0.65
Teixeira de Freitas (BA);0.685;0.8;0.588;0.683
São Vicente do Sul (RS);0.685;0.831;0.553;0.698
Ibema (PR);0.685;0.786;0.615;0.664
Gramado dos Loureiros (RS);0.685;0.832;0.584;0.662
Colorado do Oeste (RO);0.685;0.814;0.584;0.676
